id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
314,M,1.1375,0.875,0.35,13.8062065,5.74077375,2.48058125,3.8271825,9.0
315,M,1.75,1.4375,0.5,62.652395,32.78619675,14.50076925,17.57669,22.0
316,F,1.675,1.3125,0.475,41.63124075,19.6462035,8.20718025,10.489315,11.0
317,M,1.6,1.25,0.4375,34.31706975,15.52135125,8.29222875,10.07824725,9.0
318,F,1.45,1.175,0.375,27.895908,11.169703,4.706017,10.035723,12.0
319,I,0.925,0.6625,0.2,6.50621025,2.8066005,1.70097,1.984465,7.0
320,I,1.0875,0.8375,0.275,10.77281,4.29494925,2.25378525,3.118445,8.0
321,F,1.375,1.075,0.3375,23.586784,11.963489,4.6209685,6.16601625,9.0
322,I,0.8625,0.675,0.25,6.95980225,3.58621175,1.51669825,1.984465,7.0
323,I,0.9875,0.7375,0.3125,8.845044,3.912231,1.7293195,2.551455,7.0
324,F,1.3375,1.05,0.3875,21.36134825,8.561549,4.479221,7.087375,9.0
325,F,1.5625,1.225,0.425,31.22697425,12.48795475,6.4920355,8.6465975,10.0
326,I,1.3375,1.0375,0.3875,24.5790165,9.05766525,5.06038575,6.80388,10.0
327,I,0.8,0.6125,0.225,5.31553125,2.05533875,1.2757275,1.70097,7.0
328,M,1.5125,1.1875,0.425,27.76833525,12.28950825,6.22271525,8.221355,9.0
329,F,1.2125,0.925,0.2875,17.349894,8.91591775,3.50116325,4.9611625,8.0
330,I,1.2125,0.9875,0.3,17.02387475,6.73300625,4.06815325,4.819415,8.0
331,F,0.9125,0.675,0.2,5.42892925,2.28213475,1.4458245,1.984465,6.0
332,M,1.3125,1.025,0.375,22.5378525,9.241937,4.40834725,7.030676,8.0
333,M,1.3125,1.0,0.3875,20.76600875,8.8733935,4.025629,5.54232725,11.0
334,M,1.575,1.275,0.425,39.41997975,18.27125275,8.63242275,11.056305,10.0
335,M,1.525,1.2,0.4375,35.777069,17.519991,8.60407325,9.355335,14.0
336,F,1.4375,1.175,0.3875,28.67551925,12.37455675,6.066793,7.5126175,12.0
337,F,1.5625,1.2125,0.5125,40.5114355,19.03668925,8.26387925,11.623295,13.0
338,F,1.225,0.9375,0.3125,16.5277585,7.3425205,3.685435,4.819415,11.0
339,F,1.25,0.95,0.35,20.22736825,10.489315,4.01145425,5.2446575,9.0
340,F,1.5625,1.2875,0.425,37.15201975,16.74037975,8.15048125,9.07184,11.0
341,M,1.5375,1.1875,0.375,30.674159,14.13222575,5.9817445,9.355335,12.0
342,M,1.575,1.225,0.3875,36.514156,17.70426275,8.43397625,8.9300925,10.0
343,I,0.9375,0.7125,0.225,6.747181,3.04757125,1.54504775,2.1262125,7.0
344,I,1.0,0.775,0.2375,9.8372765,3.9405805,2.22543575,2.83495,8.0
345,I,1.375,1.075,0.45,20.638436,9.45455825,4.15320175,6.9456275,11.0
346,M,1.6125,1.3,0.4125,42.297454,20.36911575,9.241937,10.0640725,8.0
347,I,1.375,1.125,0.3625,22.11261,9.99319875,5.2446575,6.520385,8.0
348,I,1.625,1.25,0.4125,36.514156,16.11669075,8.60407325,8.448151,11.0
349,I,1.3125,0.9625,0.3125,16.31513725,6.973977,3.288542,4.9611625,8.0
350,I,0.9375,0.725,0.2,6.066793,2.42388225,1.6726205,2.1262125,8.0
351,I,0.6375,0.4875,0.1625,2.608154,1.1056305,0.38271825,0.7654365,5.0
352,M,1.5125,1.225,0.4125,32.601925,15.52135125,6.463686,8.50485,10.0
353,F,1.8,1.4,0.45,47.513762,20.525038,9.51125725,12.3320325,11.0
354,I,1.0875,0.8375,0.25,12.47378,4.97533725,2.2963095,3.8271825,7.0
355,F,1.1875,0.9375,0.3125,14.855138,6.860579,3.10427025,4.3941725,10.0
356,M,1.475,1.1375,0.375,26.308336,13.5794105,5.216308,6.6621325,11.0
357,I,1.3875,1.075,0.375,22.4244545,10.81533425,4.309124,6.0951425,11.0
358,M,1.55,1.2125,0.4375,35.6920205,18.10115575,7.49844275,9.355335,11.0
359,F,1.5125,1.2125,0.4125,32.56251575,13.53688625,6.917278,9.63883,9.0
360,I,1.175,0.9,0.25,13.8062065,5.45727875,3.061746,3.96893,8.0
361,F,1.4625,1.125,0.4,28.02348075,11.49572225,7.07320025,7.654365,11.0
362,F,1.2125,1.0,0.3125,19.74542675,8.0229085,3.04757125,6.520385,8.0
363,I,0.9125,0.6625,0.2375,6.7188315,3.061746,1.6726205,2.26796,6.0
364,M,1.5,1.2375,0.4,31.39707125,15.52135125,6.64795775,8.50485,10.0
365,M,1.475,1.175,0.4125,24.720764,12.91319725,5.40057975,7.087375,9.0
366,M,0.7875,0.575,0.1875,4.3941725,1.88524175,0.8788345,1.2757275,6.0
367,I,0.825,0.65,0.225,5.85417175,2.67902775,1.11980525,1.984465,6.0
368,I,1.1125,0.8625,0.3125,11.58077075,4.83358975,2.67902775,3.288542,8.0
369,F,1.3375,1.0125,0.375,23.88445375,11.01378075,4.7343665,5.8116475,8.0
370,I,0.75,0.55,0.2125,3.81300775,1.65844575,0.77961125,1.190679,6.0
371,I,1.1,0.8875,0.25,12.303683,5.5281525,2.551455,3.41611475,8.0
372,I,0.8,0.6,0.2125,4.309124,1.97029025,1.2757275,1.2757275,7.0
373,M,1.125,0.825,0.3,11.3681495,4.63514325,2.5231055,3.40194,9.0
374,I,1.0,0.7375,0.25,8.15048125,3.44446425,1.91359125,2.551455,7.0
375,I,0.575,0.4625,0.175,1.23320325,0.5386405,0.29766975,0.510291,2.0
376,I,1.05,0.8125,0.275,10.7444605,4.77689075,1.984465,2.83495,7.0
377,M,1.55,1.2125,0.5125,35.62114675,16.62698175,8.731646,9.4970825,9.0
378,F,1.7375,1.375,0.4375,49.32813,22.80717275,9.51125725,13.60776,13.0
379,M,1.375,1.075,0.3875,23.40251225,7.994559,4.63514325,6.9456275,14.0
380,F,0.875,0.6625,0.2125,5.046211,2.1829115,1.077281,1.8427175,6.0
381,M,1.5,1.2125,0.35,33.4807595,18.0586315,7.27164675,7.27164675,8.0
382,F,1.4125,1.15,0.3625,26.52095725,12.927372,5.2446575,7.654365,9.0
383,I,1.3125,1.0125,0.35,18.24290325,8.1930055,4.40834725,5.046211,8.0
384,I,0.5,0.375,0.1375,0.75126175,0.2551455,0.2551455,0.2551455,4.0
385,M,1.625,1.3125,0.4875,44.21104525,16.3009625,8.6465975,12.3320325,17.0
386,M,1.4,1.075,0.4125,26.46425825,12.40290625,7.41339425,8.788345,8.0
387,M,1.3125,1.0125,0.4125,20.3265915,9.07184,4.5075705,5.386405,10.0
388,F,1.5,1.175,0.4,31.694741,11.9918385,6.350288,8.788345,17.0
389,F,1.55,1.2625,0.4,35.833768,14.35902175,8.3631025,9.63883,10.0
390,F,1.4625,1.175,0.3875,31.22697425,11.3398,7.55514175,7.7961125,14.0
391,F,1.5875,1.2375,0.4375,38.88133925,14.33067225,8.731646,11.1980525,14.0
392,I,1.125,0.85,0.25,13.08329425,6.577084,2.8066005,3.2601925,7.0
393,I,1.075,0.825,0.275,9.8939755,4.09650275,2.0128145,2.4664065,6.0
394,M,1.175,0.8875,0.35,13.53688625,4.37999775,2.551455,5.9250455,10.0
395,F,1.475,1.1125,0.4,26.7902775,11.623295,6.30776375,7.6260155,10.0
396,F,1.475,1.075,0.3125,23.586784,9.63883,6.16601625,6.9456275,15.0
397,I,1.1625,0.85,0.275,13.721158,5.91087075,2.721552,4.53592,9.0
398,I,1.05,0.8625,0.3125,12.68640125,4.7910655,2.65067825,3.685435,7.0
399,M,1.4625,1.15,0.3,23.79940525,11.1413535,4.7343665,5.386405,9.0
400,M,1.5625,1.225,0.4,34.8415355,14.21727425,7.52679225,9.2135875,13.0
401,F,1.175,0.9,0.3125,13.947954,5.96756975,3.3735905,3.8271825,7.0
402,F,1.3375,1.0625,0.3375,22.92057075,10.19164525,5.00368675,6.3786375,9.0
403,F,1.6125,1.275,0.475,41.0784255,15.989118,7.75358825,12.0485375,14.0
404,M,1.525,1.175,0.4125,35.06192425,16.62698175,7.200773,8.9300925,11.0
405,F,1.675,1.325,0.475,38.725417,15.4504775,8.40562675,11.623295,13.0
406,I,1.0,0.7875,0.25,8.63242275,3.061746,1.530873,2.08368825,7.0
407,I,1.2875,0.9875,0.35,15.3937785,6.81805475,3.0333965,6.6621325,8.0
408,F,1.4125,1.0625,0.3875,22.75047375,9.25611175,4.57844425,6.3786375,8.0
409,I,0.6875,0.4875,0.1375,3.005047,1.17650425,0.510291,0.7654365,7.0
410,F,1.3125,1.0,0.3375,18.21455375,8.51902475,4.77689075,5.2446575,11.0
411,M,1.3875,1.0625,0.45,24.210473,8.0796075,4.479221,8.0796075,16.0
412,F,1.225,0.975,0.3,16.40018575,7.1724235,3.27436725,4.53592,8.0
413,I,0.8375,0.65,0.225,5.03203625,2.211261,1.43164975,1.8427175,7.0
414,F,1.55,1.2,0.45,40.7382315,14.911837,8.4198015,11.7650425,16.0
415,F,1.6,1.25,0.425,35.3518265,15.52135125,8.7599955,8.9300925,9.0
416,M,1.2,0.9125,0.3,14.69921575,5.4714535,3.9405805,4.649318,10.0
417,M,1.4875,1.1625,0.375,29.5118295,13.154168,6.5487345,7.087375,9.0
418,F,1.25,1.025,0.35,23.85610425,7.10154975,5.5281525,8.221355,15.0
419,M,0.8875,0.7125,0.3375,6.44951125,2.6932025,1.31825175,2.65067825,8.0
420,F,1.8,1.4,0.5125,54.941331,16.612807,12.96989625,14.3164975,11.0
421,I,1.3625,1.0875,0.35,19.43358225,9.19941275,4.60679375,5.2446575,8.0
422,I,1.1,0.825,0.2625,10.21999475,4.5075705,2.33883375,3.40194,8.0
423,F,1.5625,1.225,0.4375,35.76289425,15.26620575,7.98038425,10.77281,11.0
424,M,1.5625,1.25,0.4375,36.457457,16.612807,6.7188315,9.4970825,14.0
425,M,1.55,1.225,0.45,33.8776525,12.3887315,6.33611325,9.07184,15.0
426,F,1.2625,0.975,0.325,16.85377775,5.3580555,4.3941725,5.6699,12.0
427,M,1.5625,1.2125,0.3625,29.9654215,10.61688775,7.78193775,10.0640725,14.0
428,M,1.2875,0.9375,0.3125,12.94154675,4.7343665,2.9199985,4.819415,9.0
429,M,1.2,0.9125,0.3125,16.839603,6.70465675,3.50116325,4.6776675,9.0
430,I,0.95,0.75,0.225,7.314171,3.13261975,1.63009625,2.041164,7.0
431,F,1.575,1.2625,0.4,35.50774875,15.52135125,8.54737425,8.50485,10.0
432,F,1.625,1.3125,0.4625,39.44832925,13.9763035,9.015141,10.9145575,19.0
433,F,1.55,1.2125,0.45,35.50774875,16.85377775,8.66077225,8.9300925,10.0
434,M,1.55,1.2,0.4125,27.385617,12.94154675,6.4353365,8.50485,11.0
435,M,1.525,1.175,0.375,28.81726675,12.00601325,6.3786375,8.6465975,13.0
436,M,1.6375,1.2875,0.4125,39.405805,18.9091165,8.334753,10.0640725,11.0
437,M,1.375,1.0875,0.4625,25.4295015,10.6877615,4.139027,8.221355,17.0
438,M,1.1875,0.8875,0.3,13.19669225,5.4714535,2.96252275,4.3941725,9.0
439,I,1.225,0.9625,0.35,16.386011,7.1157245,2.9199985,5.2446575,8.0
440,M,1.2875,1.05,0.35,23.43086175,11.35397475,3.78465825,6.3786375,8.0
441,M,1.5,1.175,0.4375,32.13415825,10.489315,6.67630725,10.0640725,11.0
442,F,1.525,1.225,0.4125,31.18445,13.6928085,7.29999625,8.51902475,10.0
443,I,1.075,0.8375,0.275,15.5071765,6.0951425,2.5231055,3.96893,8.0
444,M,1.75,1.4125,0.5125,52.12055575,20.2131935,10.149121,12.40290625,11.0
445,I,0.6875,0.4875,0.2,2.05533875,0.97805775,0.623689,0.850485,5.0
446,I,1.175,0.9375,0.3,15.35125425,6.98815175,2.90582375,4.1673765,8.0
447,F,1.5125,1.175,0.4125,33.49493425,12.3320325,7.7394135,9.7805775,17.0
448,M,1.675,1.3125,0.45,43.3463855,16.82542825,10.4042665,11.3398,12.0
449,I,1.1,0.825,0.2625,11.77921725,4.77689075,2.324659,3.40194,8.0
450,F,1.6375,1.3125,0.3875,41.23434775,18.8524175,10.56018875,10.319218,9.0
451,M,0.7875,0.575,0.2,3.72795925,1.6159215,0.75126175,1.2190285,7.0
452,F,1.4,1.0625,0.3625,22.15513425,9.7805775,4.63514325,7.087375,13.0
453,M,1.5625,1.25,0.4,32.6869735,16.62698175,6.3219385,10.2341695,12.0
454,F,1.425,1.075,0.3875,24.607366,10.50348975,5.85417175,7.2291225,10.0
455,F,1.425,1.0875,0.35,20.42581475,9.51125725,5.00368675,6.3786375,10.0
456,M,1.75,1.4375,0.5125,50.3770615,18.0586315,10.77281,15.4504775,12.0
457,I,1.25,0.975,0.3125,16.31513725,7.824462,3.50116325,3.78465825,9.0
458,I,1.2375,0.95,0.3,18.71067,8.34892775,4.03980375,4.5642695,11.0
459,F,1.8375,1.425,0.6,53.410458,25.401152,12.7856245,13.834556,11.0
460,M,1.725,1.3125,0.4375,49.5265765,23.23241525,9.39785925,11.3681495,12.0
461,I,0.8125,0.6,0.175,4.2807745,1.91359125,0.94970825,1.2757275,7.0
462,M,1.5125,1.2,0.375,29.86619825,14.6566915,6.1518415,7.83863675,12.0
463,I,1.575,1.2125,0.4,35.67784575,14.61416725,9.015141,10.0640725,15.0
464,I,0.9375,0.7125,0.25,6.123492,2.324659,1.28990225,2.1262125,7.0
465,F,1.5625,1.275,0.4375,34.6147395,14.69921575,7.3992195,9.07184,10.0
466,F,1.5125,1.225,0.5,35.6920205,14.628342,6.67630725,10.489315,17.0
467,M,1.3,1.0375,0.3125,23.48756075,9.59630575,4.4508715,6.9456275,10.0
468,M,1.675,1.325,0.4625,43.3463855,18.32795175,10.70193625,12.8990225,13.0
469,I,0.675,0.4875,0.15,2.8066005,1.0489315,0.66621325,0.850485,5.0
470,I,1.0375,0.8,0.25,9.73805325,4.8477645,2.4097075,3.118445,7.0
471,M,1.2625,0.975,0.3125,16.40018575,8.09378225,3.67126025,4.819415,9.0
472,I,0.9625,0.7125,0.25,7.9095105,3.44446425,1.7293195,2.26796,8.0
473,I,1.125,0.8625,0.2875,14.41572075,6.633783,4.15320175,3.96893,8.0
474,M,1.55,1.2,0.4625,32.02076025,16.726205,7.881161,8.9300925,11.0
475,I,1.3875,1.1,0.3125,21.035329,9.6671795,5.06038575,5.6415505,8.0
476,I,0.85,0.6375,0.2125,5.06038575,2.48058125,1.00640725,1.40330025,7.0
477,I,0.95,0.6875,0.25,8.958442,3.1467945,1.51669825,2.83495,7.0
478,I,1.0875,0.8125,0.3,11.6516445,5.14543425,2.08368825,3.118445,9.0
479,M,1.4625,1.1125,0.3625,25.2027055,9.82310175,6.19436575,7.5126175,12.0
480,I,0.75,0.55,0.175,2.608154,1.17650425,0.623689,0.9922325,5.0
481,F,1.45,1.1375,0.3375,31.39707125,13.79203175,8.88756825,7.4559185,11.0
482,M,1.5125,1.1875,0.4375,33.3673615,15.2803805,7.66853975,9.7805775,10.0
483,M,1.325,1.075,0.35,23.00561925,10.47514025,4.40834725,6.520385,10.0
484,F,1.4625,1.15,0.375,26.20911275,11.4815475,6.010094,7.087375,12.0
485,I,1.525,1.075,0.375,24.8625115,11.60912025,5.896696,6.23689,8.0
486,M,1.7625,1.425,0.4875,49.90929475,23.6151335,11.7083435,13.60776,12.0
487,M,1.325,1.0625,0.325,19.23513575,8.34892775,4.20990075,5.10291,9.0
488,M,1.4875,1.1625,0.4,31.014353,14.2030995,6.76135575,8.9300925,11.0
489,F,1.6,1.25,0.4375,44.395317,18.83824275,9.525432,9.63883,11.0
490,I,0.9625,0.7125,0.2125,6.7188315,3.21766825,1.11980525,1.984465,6.0
491,M,1.4125,1.1375,0.375,24.39474475,8.97261675,4.2807745,7.7961125,19.0
492,M,1.5625,1.2,0.375,32.998818,13.73533275,7.55514175,10.0640725,14.0
493,I,0.8875,0.6625,0.2125,5.31553125,2.25378525,0.92135875,1.644271,6.0
494,I,1.3125,1.0,0.35,17.50581625,7.3992195,3.89805625,6.23689,8.0
495,M,1.4125,1.1125,0.3875,33.29648775,15.1669825,6.95980225,8.8733935,8.0
496,M,1.175,0.9375,0.3125,15.83319575,6.39281225,3.86970675,4.876114,10.0
497,M,1.375,1.1,0.3125,28.02348075,11.75086775,5.59902625,7.5126175,11.0
498,I,0.475,0.3625,0.1375,1.077281,0.46776675,0.18427175,0.4252425,4.0
499,M,1.475,1.15,0.4,31.22697425,14.84096325,7.4559185,7.7961125,10.0
500,M,1.5875,1.2125,0.425,35.3518265,18.12950525,8.3631025,8.9300925,11.0
501,F,1.15,1.05,0.3625,19.4194075,8.2497045,3.78465825,5.5281525,13.0
502,M,1.5625,1.2375,0.4,31.638042,14.401546,7.01650125,8.51902475,13.0
503,M,1.475,1.1375,0.4125,28.64716975,12.0485375,7.15824875,7.5126175,9.0
504,M,1.375,1.075,0.3125,23.88445375,9.62465525,5.93922025,6.690482,8.0
505,M,1.3,0.9875,0.35,18.83824275,9.87980075,3.95475525,4.479221,8.0
506,M,1.575,1.2,0.3875,35.833768,17.02387475,6.973977,8.1930055,9.0
507,M,1.7,1.3375,0.475,44.55123925,19.66037825,10.716111,13.324265,14.0
508,M,1.45,1.15,0.375,27.499015,10.75863525,5.8683465,8.788345,13.0
509,I,0.825,0.6375,0.1875,5.82582225,2.19708625,1.1056305,1.417475,6.0
510,F,1.625,1.25,0.4125,36.55668025,18.80989325,8.80251975,9.4970825,12.0
511,I,1.25,0.95,0.3,14.7133905,7.04485075,2.9766975,4.53592,8.0
512,F,1.55,1.2,0.3875,33.12639075,14.5999925,7.35669525,8.50485,10.0
513,F,1.25,1.0,0.35,16.5277585,5.65572525,3.572037,5.2446575,12.0
514,I,1.3375,1.0625,0.325,21.659018,8.51902475,5.0178615,7.087375,9.0
515,F,1.45,1.125,0.375,27.73998575,10.9712565,6.123492,7.824462,12.0
516,I,1.35,1.05,0.35,23.700182,9.25611175,4.57844425,6.6621325,14.0
517,I,0.75,0.575,0.225,4.97533725,2.11203775,0.94970825,1.17650425,5.0
518,M,1.625,1.25,0.45,38.9805625,15.97494325,8.63242275,11.3681495,11.0
519,M,1.675,1.3125,0.4875,43.50230775,19.7596015,11.07047975,11.3398,11.0
520,F,1.5375,1.1625,0.375,31.2694985,13.1825175,6.25106475,8.9300925,11.0
521,F,1.4,1.0875,0.35,23.85610425,10.30504325,5.17378375,6.0951425,9.0
522,F,1.8875,1.5125,0.5375,65.87006325,22.80717275,14.84096325,17.690088,11.0
523,F,1.5375,1.175,0.4125,31.808139,10.95708175,6.93145275,9.355335,14.0
524,M,1.4375,1.15,0.375,20.638436,8.334753,4.1673765,7.37087,15.0
525,M,1.55,1.2,0.4125,32.2900805,12.23280925,8.57572375,8.0796075,11.0
526,M,1.325,1.025,0.35,21.1203775,7.767763,4.01145425,6.87475375,10.0
527,I,1.45,1.15,0.35,19.901349,9.07184,3.8838815,6.9456275,9.0
528,M,1.3125,1.0,0.25,16.2442635,6.0951425,3.27436725,4.139027,9.0
529,I,1.15,0.8625,0.25,12.68640125,6.5487345,3.0333965,3.118445,7.0
530,M,1.25,0.95,0.3375,15.9607685,6.36446275,3.8271825,4.32329875,10.0
531,F,1.675,1.325,0.475,38.51279575,16.4143605,7.41339425,11.7083435,11.0
532,I,1.2875,1.0,0.325,18.6256215,8.83086925,3.6570855,5.386405,10.0
533,M,1.4875,1.2125,0.5375,34.5013415,13.60776,7.35669525,10.20582,16.0
534,I,1.3125,1.0125,0.35,20.921931,8.66077225,4.195726,5.953395,10.0
535,I,1.45,1.125,0.375,26.2799865,10.78698475,5.71242425,8.3631025,12.0
536,M,1.575,1.2125,0.375,34.03357475,17.13727275,6.917278,8.6465975,8.0
537,I,1.1,0.8375,0.275,11.1413535,5.71242425,2.8066005,2.4097075,7.0
538,F,1.6875,1.325,0.4375,42.410852,16.68368075,9.00096625,14.8834875,19.0
539,F,1.6625,1.35,0.4625,44.94813225,19.674553,9.015141,10.64523725,11.0
540,I,1.1,0.8625,0.2625,12.43125575,6.0384435,2.70737725,3.5436875,9.0
541,F,1.6875,1.3125,0.4375,39.2640575,16.68368075,7.200773,11.12717875,11.0
542,M,1.1625,0.8875,0.275,10.4609655,4.46504625,2.26796,3.40194,9.0
543,I,0.925,0.7,0.225,6.19436575,2.70737725,1.757669,2.1262125,8.0
544,M,1.3875,1.075,0.2875,20.76600875,9.6671795,4.32329875,6.23689,10.0
545,M,1.5625,1.2,0.4125,38.5269705,17.10892325,8.561549,9.02931575,10.0
546,I,1.025,0.8125,0.2625,9.25611175,3.6570855,1.984465,3.8271825,10.0
547,F,1.1,0.8375,0.2625,11.41067375,4.32329875,2.9199985,3.685435,12.0
548,M,1.5625,1.225,0.4375,36.570855,17.98775775,7.58349125,9.7805775,10.0
549,F,1.575,1.2625,0.4875,38.20095125,16.51358375,8.63242275,11.7650425,17.0
550,F,1.4875,1.125,0.3875,25.92561775,12.23280925,5.10291,7.087375,9.0
551,M,1.45,1.15,0.3625,24.87668625,11.6516445,5.51397775,7.4559185,10.0
552,F,1.4125,1.125,0.3875,31.808139,11.9351395,6.633783,8.0796075,15.0
553,M,1.475,1.1875,0.4125,28.67551925,11.679994,4.3374735,8.6465975,9.0
554,F,1.5,1.2,0.425,37.42134,17.78931125,7.7394135,10.149121,10.0
555,I,0.925,0.6875,0.225,5.5281525,2.211261,1.28990225,1.8427175,8.0
556,M,1.3625,1.0375,0.4125,21.21960075,7.93786,4.6776675,7.314171,9.0
557,F,1.625,1.3,0.5125,44.9906565,17.1514475,6.98815175,11.1980525,16.0
558,M,1.725,1.3125,0.4375,55.46579675,21.36134825,12.94154675,13.4660125,16.0
559,M,1.6125,1.25,0.4,39.19318375,19.00833975,8.448151,9.4970825,9.0
560,F,1.625,1.25,0.4375,39.24988275,18.313777,8.51902475,11.056305,10.0
561,M,1.1625,0.875,0.275,13.96212875,4.74854125,3.01922175,3.8271825,7.0
562,I,0.9,0.6125,0.225,3.855532,1.88524175,1.304077,1.2757275,7.0
563,I,1.325,1.0625,0.4,22.5378525,10.035723,4.89028875,5.8116475,8.0
564,M,1.475,1.125,0.3875,27.71163625,10.61688775,5.8683465,9.4403835,15.0
565,F,1.7,1.425,0.5125,50.53298375,23.1048425,10.999606,12.8990225,12.0
566,I,1.1,0.8875,0.275,13.5794105,5.28718175,2.76407625,4.252425,10.0
567,M,1.5125,1.2125,0.425,31.59551775,12.0485375,7.711064,9.07184,12.0
568,F,1.3375,1.15,0.4,31.467945,15.478827,7.64019025,8.221355,9.0
569,F,1.6375,1.2875,0.425,37.9032815,17.4349425,8.09378225,9.4970825,9.0
570,F,1.525,1.1625,0.45,31.22697425,11.963489,7.29999625,11.3681495,11.0
571,I,0.325,0.25,0.075,0.3685435,0.26932025,0.12757275,0.1417475,5.0
572,I,0.925,0.6875,0.2,6.30776375,2.83495,1.48834875,1.871067,7.0
573,I,1.0875,0.8625,0.2875,11.1413535,6.6054335,1.984465,3.118445,7.0
574,M,1.8,1.4125,0.5375,55.46579675,21.53144525,9.7805775,16.5844575,20.0
575,I,1.475,1.15,0.325,27.21552,12.643877,5.82582225,7.7961125,9.0
576,F,1.55,1.225,0.4125,32.16250775,14.968536,5.62737575,8.6465975,9.0
577,M,1.45,1.15,0.4125,34.6147395,17.293195,6.25106475,8.50485,10.0
578,F,1.75,1.4125,0.5,50.5407535,23.65765775,11.5949455,12.757275,10.0
579,I,1.4,1.075,0.35,20.241543,9.015141,4.91863825,5.6699,9.0
580,F,1.625,1.2875,0.4125,37.06697125,16.34348675,7.98038425,9.6671795,11.0
581,I,0.8875,0.65,0.2125,6.33611325,2.778251,1.31825175,2.4097075,6.0
582,I,1.1875,0.9125,0.3125,14.81261375,6.64795775,2.6365035,3.7137845,8.0
583,M,1.4,1.0875,0.3875,25.35862775,11.453198,5.8116475,7.2291225,8.0
584,I,0.725,0.5625,0.1875,4.20990075,1.91359125,0.94970825,1.2757275,5.0
585,M,1.425,1.1,0.3625,26.63435525,12.00601325,5.23048275,6.6621325,10.0
586,I,1.3,1.0375,0.3125,17.42076775,8.561549,4.5075705,5.2446575,8.0
587,M,1.425,1.15,0.3625,28.689694,14.64251675,6.577084,6.6621325,9.0
588,I,0.7,0.525,0.15,2.8066005,1.0489315,0.623689,0.850485,3.0
589,M,1.1875,0.9375,0.3125,16.54193325,6.973977,3.86970675,4.3941725,10.0
590,F,1.4875,1.1625,0.375,26.01066625,12.133586,5.40057975,6.80388,8.0
591,F,1.6125,1.25,0.425,41.95726,19.7029025,9.99319875,10.489315,9.0
592,I,1.5375,1.175,0.4125,37.1094955,16.74037975,7.27164675,9.63883,13.0
593,M,1.5625,1.275,0.4375,36.38658325,11.736693,8.3064035,13.324265,20.0
594,M,1.6,1.25,0.4375,32.41765325,12.09106175,6.13766675,11.056305,14.0
595,I,1.3375,1.05,0.3125,21.58814425,9.14271375,4.252425,5.953395,9.0
596,M,1.45,1.1125,0.4,27.99513125,11.8784405,6.123492,8.9300925,10.0
597,M,0.8375,0.625,0.225,5.7549485,2.211261,1.6726205,1.5592225,7.0
598,I,1.475,1.1875,0.3125,26.2232875,12.40290625,5.613201,7.5126175,9.0
599,F,1.4875,1.1625,0.375,28.8881405,13.6928085,6.3786375,8.66077225,11.0
600,M,1.4125,1.15,0.4,24.50814275,11.94931425,4.706017,6.9456275,8.0
601,F,1.525,1.2125,0.4625,34.26037075,11.07047975,6.4353365,10.0640725,13.0
602,F,1.575,1.2875,0.4875,35.436875,12.7289255,8.00873375,12.2186345,15.0
603,M,1.375,1.0625,0.35,22.58037675,9.1001895,5.499803,5.386405,9.0
604,M,0.7875,0.6,0.2,4.86193925,2.0128145,0.963883,1.60174675,6.0
605,I,1.45,1.1125,0.3625,23.7852305,10.77281,5.1312595,6.1518415,9.0
606,F,1.5,1.1875,0.425,33.89182725,11.04213025,6.59125875,9.4970825,17.0
607,I,1.1875,0.9375,0.2875,13.210867,6.123492,3.005047,3.8271825,8.0
608,M,1.6125,1.2625,0.4375,44.9906565,17.8885345,10.6877615,11.1980525,13.0
609,M,1.425,1.0875,0.3875,25.69882175,11.793392,4.7910655,7.7961125,9.0
610,F,1.175,0.925,0.2875,12.417081,4.29494925,2.70737725,4.252425,10.0
611,F,1.5,1.2125,0.4,33.86347775,14.4298955,7.78193775,9.63883,10.0
612,F,1.4125,1.125,0.4,26.94619975,10.6310625,6.2652395,7.29999625,12.0
613,M,1.425,1.0625,0.3375,22.792998,9.8372765,4.989512,5.953395,11.0
614,M,1.725,1.3625,0.45,47.9390045,22.01338675,10.2908685,11.056305,10.0
615,M,1.375,1.075,0.375,25.51455,11.12717875,6.78970525,6.520385,12.0
616,F,1.3125,1.0,0.3625,20.638436,6.973977,4.3941725,6.520385,12.0
617,F,1.4125,1.1,0.3875,26.29416125,12.2753335,5.62737575,7.087375,10.0
618,F,1.4625,1.175,0.3375,26.3933845,12.28950825,5.62737575,7.087375,10.0
619,F,1.6,1.2875,0.4625,43.3463855,16.76872925,10.829509,12.3320325,13.0
620,F,1.3375,1.0875,0.4125,28.91649,11.0846545,5.23048275,10.0640725,13.0
621,F,1.5625,1.2,0.3875,34.7848365,17.8885345,6.90310325,10.0640725,11.0
622,F,1.45,1.1125,0.4125,28.0943545,13.097469,6.64795775,7.654365,11.0
623,M,1.55,1.175,0.4125,30.06464475,15.03940975,7.41339425,7.83863675,8.0
624,I,0.925,0.6875,0.2,6.13766675,2.721552,1.26155275,1.984465,7.0
625,M,1.3625,1.1,0.375,24.13959925,10.78698475,5.896696,6.6621325,10.0
626,F,1.55,1.175,0.4,31.62386725,13.2959155,6.33611325,8.9300925,13.0
627,F,1.4125,1.075,0.3875,22.1976585,7.087375,5.386405,6.3786375,9.0
628,I,1.1,0.9125,0.3,12.984071,5.4147545,2.551455,3.7137845,9.0
